sentence,lang,predicted
I think doing that would be fun.,eng,spa
Tom doesn't seem to be as fearless as Mary seems to be.,eng,spa
Tom asked Mary if she wanted to do that.,eng,spa
Emily stays at home alone when her parents are in the factory.,eng,spa
Todo el mundo sabe que te quiero.,spa,spa
Mary told Tom that she was in Boston last Monday.,eng,spa
¡No le diga nada a mi novia!,spa,eng
No le voy a ese tipo de cosas.,spa,spa
He didn't kill himself.,eng,eng
"Are you hungry? ""I'm not hungry. When I was at school, I ate a sandwich.""",eng,spa
Sami liked his hair that way.,eng,spa
Los gerentes de la empresa tenía una actitud floja hacia la seguridad de sus trabajadores.,spa,spa
No intentes algún truco.,spa,eng
"If you say that to Tom, you'll run the risk of losing your job.",eng,eng
"Oh, sighed the duckling, ""how thankful I am for being so ugly; even a dog will not bite me.""",eng,spa
He is talking of going to Spain this winter.,eng,spa
Véndemelo.,spa,eng
Sami talked about Layla in his last video.,eng,eng
Rebeca se levanta muy temprano todos los días.,spa,spa
Yo podría probar estadísticamente que Dios existe. Tómese solo el cuerpo humano — la posibilidad de que todas las funciones de una persona sucedieran por casualidad es una monstruosidad estadística.,spa,eng
Tom is waiting for a tow truck.,eng,spa
I invited her to go to the movies.,eng,eng
No ser alto no es una desventaja.,spa,spa
Everyone here knows Tom speaks very good French.,eng,eng
Voy a mostrarte algo.,spa,eng
El jardín está lleno de flores muy bonitas durante todo el año.,spa,eng
Tom taught Mary a new song today.,eng,spa
I doubt that Tom is hungry.,eng,spa
They say they can't speak French.,eng,eng
It wasn't all that funny.,eng,spa
El perímetro de un circulo es pi veces su diámetro.,spa,spa
Esta sala tiene espacio para dos mil personas.,spa,spa
I guess you're better than Tom.,eng,eng
May God help you!,eng,eng
Estamos trabajando juntos.,spa,spa
You're going to be OK. Don't worry.,eng,spa
Los detalles del acuerdo quedan establecidos en el contrato.,spa,eng
Uno puede separar a los perros en dos clases. Hay perros con dueño y perros sin dueño.,spa,eng
I know that Tom is a very quiet neighbor.,eng,spa
Sami was mentally ill.,eng,eng
Nadie la creerá.,spa,spa
¿Qué piensas de la guerra?,spa,spa
¿Recibiste las flores que mandé el otro día?,spa,spa
He belongs to the ESS (English Speaking Society).,eng,eng
"Para lograr el apareamiento, la araña macho generalmente le obsequia un insecto a su compañera.",spa,spa
"You're still a mechanic, aren't you?",eng,spa
Sal.,spa,eng
Debo irme mañana por la mañana.,spa,spa
Yo sé dónde está ella.,spa,spa
Snow covered the bus.,eng,spa
Layla was seriously ill.,eng,eng
¿Cómo puedes soportar una humillación así?,spa,spa
I don't think I'll be able to do that by myself.,eng,eng
I don't want to see you.,eng,spa
"Please, who are you?",eng,spa
Ella es una muy buena nadadora.,spa,spa
Sami's test was super easy.,eng,spa
Me gusta tocar el piano.,spa,eng
You'd better not talk back to Tom.,eng,eng
"Mira, los niños están caminando descalzos en el agua.",spa,spa
"My dream is know Roma, in the Italy.",eng,spa
Nuestros pasaportes eran lo único que necesitábamos.,spa,spa
Él ya ha terminado sus deberes.,spa,spa
Espero que te recuperes pronto.,spa,eng
Él es el capitán del equipo.,spa,eng
Tom and Mary are still trying to figure out why that happened.,eng,spa
Le he dicho al médico que no quiero saber nada más de él.,spa,spa
¿Qué hiciste con mi bolsa?,spa,eng
Tom lost his life in a mountain climbing accident.,eng,spa
"Estas zapatillas están hechas de goma, nailon y metal.",spa,spa
Tom tiene un perro llamado Cookie.,spa,eng
Él me preguntó si podría hacerle un favor.,spa,spa
Eso no lo sé.,spa,spa
Tom was afraid to even try to do that.,eng,spa
Creo en mi marido.,spa,spa
Muchos geólogos ya consideran al Antropoceno una nueva era que comenzó hacia la década de los 50 del siglo pasado pero aún ha de ser aceptada formalmente.,spa,spa
I'm not the guy you want making this decision.,eng,spa
They said they hoped they could do that.,eng,spa
"The Earth is a planet, not a star.",eng,spa
I spoke so loudly as to be heard by everyone.,eng,spa
She told the judge she was sorry.,eng,spa
Quizá puedas ayudarme.,spa,spa
No one else was hurt.,eng,spa
¿Qué birome estás viendo?,spa,eng
Mary said her new house cost her a lot.,eng,eng
Él terminó sus tareas enseguida.,spa,spa
Mi hermana siempre escoge el más grande.,spa,spa
I thought that you might like to know.,eng,spa
Tom said he thinks there's no life on Mars.,eng,spa
Casi perdimos la esperanza.,spa,spa
Todavía me encanta esta bicicleta.,spa,spa
Dan forgot to wear gloves.,eng,eng
Tom thought that Mary would probably be willing to help.,eng,eng
Tenemos algo.,spa,eng
Nueva York es la ciudad más grande del mundo.,spa,spa
Con esto estará bien por ahora.,spa,spa
I was busy.,eng,spa
Tom vino por primera vez a Boston hace tres años.,spa,spa
I've always lived on Park Street.,eng,spa
No hay vida sin fatigas.,spa,spa
You should probably tell Mary that she has to do that.,eng,spa
She opened her backpack.,eng,eng
"According to the paper, there was an earthquake in Mexico.",eng,eng
"¿Esto es una amenaza? ""No, es sólo un chantaje.""",spa,spa
Soy de Saitama.,spa,spa
Aren't you going to see Tom?,eng,eng
El cerebro controla nuestras actividades.,spa,spa
Mary says she wants to do everything by herself.,eng,eng
Is this man your friend?,eng,spa
I like crispies.,eng,eng
"You don't need to do that now, do you?",eng,spa
I've been waiting for the bus for half an hour.,eng,spa
El niño temía que le dejaran solo en la oscuridad.,spa,spa
Can I borrow your handkerchief?,eng,eng
Mi casa queda al norte de la biblioteca.,spa,eng
Tom said he'd help me do that as well.,eng,spa
Tom doesn't have any reason to cry.,eng,spa
Sami wore his hair long.,eng,spa
¿Podés decirme que le pasó a Tomás?,spa,spa
Tom said he's glad Mary has finally graduated.,eng,spa
Abrí la puerta con mi llave.,spa,eng
They adore him.,eng,eng
Mutual understanding promotes peace.,eng,eng
Tenía mucho que estudiar para el examen.,spa,spa
His house is across the street.,eng,spa
Voy a buscar libros para niños.,spa,spa
I like this wallpaper of Marilyn Monroe you have on your laptop because it reminds me a lot of you when you lay your little eyes on me.,eng,eng
El elefante tiene el cuero muy duro.,spa,spa
The umbrella that I lent you belongs to Tom.,eng,eng
Ella iba vestida de rojo.,spa,eng
Tengo varios libros en inglés.,spa,spa
Tom needs your help.,eng,eng
The train flipped over.,eng,spa
No frenes de repente.,spa,spa
¿Te da miedo la sangre?,spa,spa
They say that they were busy.,eng,spa
Mary says she's had three glasses of wine.,eng,spa
Start the car.,eng,spa
Who was here this morning?,eng,spa
"El mundo tolera el engreimiento de aquellos que son exitosos, pero el de nadie más.",spa,spa
Yo estaba en cama con gripe.,spa,eng
We're looking forward to seeing you in Boston.,eng,spa
We're not going to let that happen.,eng,spa
The soldiers could see him now.,eng,spa
Casi me reí a toda voz.,spa,eng
"No se puede razonar con una fundamentalista, ya sea cristiana o atea.",spa,spa
En el prefacio solo toqué los puntos más importantes.,spa,spa
He told me he was strict.,eng,eng
Yo no soy lo suficientemente joven para saberlo todo.,spa,eng
Tom is still in Australia.,eng,spa
Tengo un billete de ida y vuelta a Osaka.,spa,spa
No creo que sea apropiado.,spa,spa
They would like to see me.,eng,eng
Él quiere comprarse una nueva motocicleta a como de lugar.,spa,spa
Sé que Marco ha estado enfermo.,spa,eng
"On Monday, his condition improved slightly.",eng,spa
We are gray.,eng,spa
Vuelven enseguida.,spa,spa
¡No traduzcas las frases de cualquier modo! ¡Hay que usar la puntuación y todo lo demás!,spa,eng
I hope Tom knows who has to do that.,eng,spa
"When I called him right-wing, I mean that his thinking is old-fashioned.",eng,spa
"Ser rico no significa tener dinero, sino gastarlo.",spa,eng
How big is your room?,eng,eng
Look! There's a cockroach besides the fridge! Do something quick!,eng,eng
El invierno está aquí.,spa,spa
Once you light the fuse you'll have fifteen seconds to get to safety.,eng,spa
Sabía que lo entenderías.,spa,spa
A drop of sweat ran down the side of his temple.,eng,eng
Ellos aceptaron verme aquí.,spa,spa
Tom and Mary said they didn't want to talk about school.,eng,eng
Tom has a house not too far from here.,eng,spa
Debió haber consultado a su abogado.,spa,spa
I'm too slow.,eng,spa
"Una vez más, las ideologías fundamentalistas se oponen a los grandes avances históricos.",spa,eng
¿Cómo es la mejor traducción?,spa,spa
Me gusta mucho tu vestido afollado.,spa,spa
The price is three hundred dollars.,eng,spa
Él logró usar el vapor para propulsar barcos.,spa,spa
Tu software está actualizado.,spa,spa
You look good.,eng,spa
No está lejos de Boston.,spa,spa
Why did you say that to us?,eng,spa
No tenemos nada que ocultar.,spa,spa
"She said she was sick yesterday, which was not true.",eng,spa
Whose turn is it to give the dog a bath?,eng,eng
Tom pricked the balloon with a pin.,eng,eng
Es el más grande del mundo.,spa,spa
"I drink gluten-free beer, but I don't really like it.",eng,eng
"Hombre sureño, mujer norteña.",spa,spa
Sami just came up to me and gave me his number.,eng,spa
Did you work yesterday?,eng,spa
Humor me.,eng,eng
No ha venido nadie.,spa,spa
I don't know if it's good enough.,eng,spa
Mi amigo me preguntó si me sentía bien.,spa,spa
Sami reported Layla missing to police.,eng,eng
Is that them?,eng,eng
Encontrarás tu bicicleta en algún lugar del vecindario de la estación.,spa,spa
I'd like to report a crime.,eng,eng
Trabaja con mucho celo.,spa,eng
Tom and Mary let themselves in.,eng,spa
¿Cuánto mide esa torre?,spa,spa
Tom's face lit up when Mary entered the room.,eng,eng
"Le dije a ella: ""Te ves pálida. ¿estás bien?""",spa,spa
No one has the right to tell you otherwise.,eng,spa
El hurón doquea.,spa,spa
The doctors were wrong to condemn the couple.,eng,eng
Me encarcelaron.,spa,spa
I hope your parents will allow us to get married.,eng,spa
No le he oído nunca hablar inglés.,spa,spa
Tom and Mary can't do that themselves.,eng,eng
Tom wondered who the man standing near the gate was.,eng,spa
Sami was dating another girl.,eng,spa
Los respectivos enunciados se determinan recíprocamente.,spa,spa
The army abandoned the town to the enemy.,eng,spa
Los ancianos no siempre son más sabios que los jóvenes.,spa,spa
Sami's dog is so aggressive.,eng,eng
Better do the right job than do the job right.,eng,spa
"Llévate, por lo menos, dos sacos de patatas.",spa,spa
It's like a bad dream.,eng,spa
Odio que la gente llegue tarde.,spa,spa
"In 2009, Korea suffered the dishonor of having the highest suicide rate amongst OECD countries.",eng,spa
"Recuperamos un edificio en ruinas y ahí fundamos un club, una especie de sociedad secreta.",spa,spa
Sami was asthmatic.,eng,eng
Fuimos cortados por la misma tijera.,spa,spa
Hablo un poco de francés.,spa,spa
Don't make promises that you can't or don't intend to keep.,eng,eng
La autoestima es la piedra angular de todas las virtudes.,spa,spa
Tú estás bien.,spa,spa
Confío en que esté.,spa,spa
Tom carried Mary's suitcase to her room.,eng,eng
I'm getting tired of doing this.,eng,spa
No se puede negar que es inteligente.,spa,spa
My students are learning to drive.,eng,eng
Sami got his price estimate.,eng,spa
Ella es mayor que Tom.,spa,eng
No puedo ver este álbum sin recordar mis días de colegio.,spa,eng
I almost think you're right.,eng,spa
Tom still teaches French.,eng,eng
No seas irracional.,spa,spa
Ya nunca diré una mentira de ahora en adelante.,spa,spa
Russia is a huge country.,eng,spa
I'm the only person here who can do that.,eng,spa
Tom was surprised how well Mary could play ping pong.,eng,spa
They said they planned to go Monday.,eng,spa
Hubo dos asesinatos este mes.,spa,spa
Fuimos obligados a abandonar nuestro plan.,spa,spa
It's a crazy market.,eng,spa
Casi no podía trabajar.,spa,spa
She said that she wasn't thirsty.,eng,spa
Tom decidió no salir de casa hasta ser un poco mayor.,spa,spa
Sami was talking to a crazy person.,eng,spa
I love cinema.,eng,spa
Tom asked me who walked home with me last night.,eng,spa
I've asked him to help you.,eng,spa
I asked her out.,eng,spa
¡No hablas en serio!,spa,eng
Tom is running a little behind.,eng,spa
Tom wrote his Christmas list.,eng,spa
What is his surname?,eng,eng
Me faltaban palabras.,spa,spa
Tom says the same thing.,eng,spa
Creo que se ha equivocado.,spa,eng
¿El vino es bueno?,spa,eng
I just like to have fun.,eng,spa
Alguien me dejó un mensaje de voz pero era todo incomprensible. No pude entender ni una cosa.,spa,spa
"Dalila dijo a Sansón: Dime, te ruego, en qué consiste tu gran fuerza.",spa,spa
¿Cuánto vale un frasco lleno de peniques?,spa,spa
Me pusieron de nombre Robert por mi abuelo.,spa,eng
Veníos.,spa,spa
How long will you wait?,eng,eng
Tom is hungry as well.,eng,spa
I don't know what's in there.,eng,spa
I should stay away from here.,eng,spa
¿Cómo respiran los bebés cuando están en el útero?,spa,eng
He read a most interesting novel yesterday.,eng,spa
Vi cómo su madre lo retaba.,spa,spa
Everything went black.,eng,spa
Esto es racismo.,spa,eng
We have experienced three wars.,eng,spa
Te mostraré dónde es.,spa,spa
You'd better not leave today.,eng,spa
Cálmate. No te escucho.,spa,eng
Tom should've helped Mary.,eng,spa
Tom should probably tell Mary he's hungry.,eng,spa
Sami and Layla survived the disease.,eng,spa
Se me ha roto el cierre del maletero.,spa,spa
Old age can be tough.,eng,spa
Sos la persona que estaba buscando.,spa,spa
I'm sure Tom won't be home on Monday.,eng,spa
This sentence seems right to me.,eng,eng
Tom and Mary don't remember doing what everybody says they did.,eng,spa
"La próxima vez que te hagas el arrogante en mi casa, te saco afuera a las patadas sin miramientos.",spa,spa
You're the only one who won't be at the meeting tomorrow.,eng,spa
"São Paulo, Minas Gerais, Río de Janeiro y Espíritu Santo son los estados que componen la región Sudeste de Brasil.",spa,eng
Sé que puedo hacerlo.,spa,eng
Who told Tom to hug Mary?,eng,spa
"Fortunately, my son quickly adjusted to life in his new school.",eng,eng
"I really want to move to Finland, but it's more important I improve my Swedish first.",eng,spa
What kind of music do you like?,eng,eng
Tom remains in custody.,eng,spa
Neither Tom nor Mary has a lot of things to deal with.,eng,spa
Por favor lava esa vajilla de allí.,spa,spa
The capital of Algeria is Algiers.,eng,spa
Le daré estos boletos a quienquiera que los quiera.,spa,spa
They aren't going to sell their houses.,eng,spa
"Bueno, entonces vayamos a hablar con el doctor.",spa,spa
Las bolsas plásticas perjudican el medio ambiente.,spa,spa
Raul Seixas es un músico muy famoso entre los brasileños.,spa,spa
Tengo que imprimir 100 páginas.,spa,spa
"It's unfortunate, but it happens.",eng,spa
