sentence,lang,predicted
Todo el mundo sabe que perdió la pierna en la guerra.,spa,spa
La pronunciación del esperanto es fácil.,spa,eng
Tom says he knows Mary won't be at the meeting on Monday.,eng,eng
¡Usted no entra aquí sin corbata!,spa,eng
Debíamos haber despegado a las 4:30 p.m.,spa,eng
Evito esas cosas como la peste.,spa,spa
I think that I'll be in Boston by 2:30.,eng,eng
Te he dicho que no me llames Tom.,spa,eng
They had bruises all over their bodies.,eng,eng
Los expertos declaran que los precios del café están subiendo fundamentalmente porque la gente está dispuesta a pagar más.,spa,eng
El progreso es monitoreado diariamente y almacenado en una base de datos.,spa,eng
"Durante la colisión, el faro delantero del coche se rompió.",spa,eng
El perro observa al gato.,spa,eng
Voy a recordar este incidente para siempre.,spa,spa
We found only a small number of customers in the store.,eng,spa
Layla sold her company.,eng,eng
It's not normal.,eng,eng
Tom thinks Mary can win.,eng,eng
Nuestro único testigo se niega a prestar declaración.,spa,spa
Adoro enseñar español a los pequeños.,spa,eng
I am grateful for people who help me understand.,eng,spa
Alguien cortó los frenos.,spa,eng
The first snowplows were drawn by horses.,eng,eng
"A lo largo del Sena, hay lámparas.",spa,eng
Tom will do that in the morning.,eng,eng
Ella pensó que ojalá ese lindo perro fuera suyo.,spa,eng
Tom has no one to turn to for help.,eng,spa
He removed his goggles.,eng,eng
Which airport do I leave from?,eng,eng
I doubt that Tom is still mad.,eng,spa
Los obtendré para ti.,spa,spa
Trabaja para vivir.,spa,spa
Ella tenía los ojos negros como el carbón.,spa,eng
I'd like you to pay attention.,eng,spa
Tom wouldn't go without saying goodbye.,eng,eng
In Germany you're a minor if you're younger than 18 years old.,eng,eng
He ran a great risk in the jungle.,eng,spa
I hope this debate isn't over.,eng,eng
I polished your shoes for you.,eng,eng
La joven y feliz esposa no sospechó nada.,spa,spa
Let's go to a Japanese restaurant.,eng,spa
He was poor and lived in a small cabin.,eng,eng
Tom and Mary said they weren't having any fun.,eng,eng
Se asume que la temperatura de la superficie solar es de aproximadamente 6000℃.,spa,eng
Tom cogió el autobús para ir a la escuela.,spa,spa
Water becomes solid when it freezes.,eng,eng
Sami didn't allow his roommate to use his fridge.,eng,eng
"Esto es un martillo. No es mío, me los prestó un amigo.",spa,eng
Podría intentar hacerlo yo solo.,spa,eng
"You know that Tom is not likely to do that, don't you?",eng,eng
I crossed the dark street.,eng,spa
"Mary is an ophthalmologist, isn't she?",eng,eng
The truck nearly ran me over.,eng,spa
I picked up an abandoned dog.,eng,eng
I sent a birthday card to Tom.,eng,eng
It's my glass.,eng,eng
It is necessary to fight AIDS with whatever weapons are at hand.,eng,spa
Tom se halló encadenado a un enorme tubo en una fábrica abandonada.,spa,spa
I might be back by 2:30.,eng,eng
He's kind of cute.,eng,spa
"Si tienes oportunidad, por favor revisa tú correo.",spa,eng
Este es mi vino.,spa,eng
Las rosas rosa son bonitas.,spa,eng
Sami's story doesn't make sense.,eng,spa
Tom has agreed to do that for us.,eng,eng
"«¿Recuerdas cuando te caíste al pozo?» «Sí, parece que fue ayer.»",spa,eng
Tom hasn't closed the windows yet.,eng,eng
I can sleep on the couch.,eng,eng
How can you trust her?,eng,spa
Estoy tan avergonzada.,spa,spa
Su comentario me sacó de mis casillas.,spa,eng
Tom and Mary say they don't know why John does that.,eng,spa
Why are Tom and Mary out here?,eng,spa
Serías una estupenda espía.,spa,spa
You seem to have made quite an impression upon him.,eng,eng
Tom le pidió a Mary que dejase de fumar.,spa,eng
Too much exercise can do more harm than good.,eng,eng
I feel fortunate to have known you.,eng,eng
Tom has agreed to help us clean out the garage.,eng,eng
Nos presentó una idea interesante.,spa,spa
He came to my office yesterday.,eng,eng
Es inútil que digas nada.,spa,spa
Sami needs to go outside.,eng,spa
Él continuará el negocio cuando se jubile su padre.,spa,spa
Tienes el cuello manchado.,spa,spa
I hope he's wrong.,eng,eng
Los soldados deben acatar órdenes.,spa,spa
Only some questions have answers.,eng,eng
Tom turned out to be innocent.,eng,spa
Tom said that Mary has only done that twice.,eng,spa
En la punta de cada dedo hay una uña.,spa,spa
El tren parte en diez minutos.,spa,eng
¿Estás de acuerdo en que ahora deberíamos irnos?,spa,eng
Ese torero recibió una cornada.,spa,spa
I'll pay by cheque.,eng,spa
Hay muchas manzanas en la caja. Unas son rojas y otras son amarillas.,spa,eng
Tom has a parrot that speaks French.,eng,spa
The teacher asked me to read my paper in front of the class.,eng,eng
Tom is clearly a paranoid schizophrenic.,eng,spa
"Tom and Mary are very dedicated, aren't they?",eng,eng
Everyone except Tom knew that he didn't need to do that.,eng,spa
Tom perdió las llaves de su auto.,spa,spa
Haz algo de ejercicio para quitarte las cartucheras.,spa,eng
¡Me lo esperaba esperando!,spa,spa
I don't think that Tom is homeless.,eng,eng
He sat in on some of the board's policy-making meetings.,eng,eng
Mary said that she was asked to help.,eng,spa
¡Ponete estas medias pronto! Estamos retrasados.,spa,eng
Tom and Mary let themselves in with a key.,eng,eng
La cosa más aterradora en la vida es la incertidumbre.,spa,eng
Why is everyone looking at us?,eng,eng
Vengo aquí todos los lunes.,spa,eng
¿Puedo ver eso de nuevo?,spa,spa
Please tell me how to spell your name.,eng,spa
Es fácil responder a tu pregunta.,spa,spa
Mi esposo es de Angola. Él es angoleño.,spa,eng
Ella caminaba veinte millas al día.,spa,spa
Mary told me that she was diabetic.,eng,spa
Tom thinks that what Mary did was wrong.,eng,eng
La mujer que se sienta allí es su esposa actual.,spa,spa
¿Qué pasará si la luz se apaga ahora?,spa,spa
I didn't know you had company.,eng,eng
Just let the police handle it.,eng,spa
Daba muestras de gran emoción.,spa,eng
Tenemos que analizar eso.,spa,eng
I didn't feel sleepy.,eng,eng
Tom isn't fond of nicknames.,eng,eng
Quiero que reconsideres tu decisión.,spa,eng
Tom and Mary said it was them who did that.,eng,spa
Tom and Mary admitted that they didn't know what to do.,eng,eng
"I'm sorry to trouble you, but could you tell me the way to the station?",eng,spa
Está en la página tres.,spa,eng
Sus chistes son siempre sosos.,spa,eng
¿Qué haríais en mi lugar?,spa,spa
El tren se descarriló.,spa,eng
Mary no tiene pudor en cambiarse el bañador sin taparse nada.,spa,spa
These cups are all broken.,eng,spa
Tom said that he didn't know what he ought to do.,eng,eng
El problema se sale del marco de mis competencias.,spa,eng
They might think I don't like them.,eng,eng
¡Ya voy!,spa,eng
I barely knew him.,eng,eng
I am a busy person.,eng,eng
I've already told everybody to go home.,eng,eng
I don't want to do anything tonight.,eng,eng
Ni que fueras tú el jefe.,spa,eng
"No es bonito, es hortera.",spa,spa
Le envió una postal desde Boston.,spa,spa
Hay que proteger a los animales.,spa,eng
Sami sent this to me.,eng,eng
Mira los zapatos de Tomás.,spa,eng
I decided at once to get to work.,eng,eng
Do you want some bacon and eggs?,eng,eng
I felt light as a feather.,eng,spa
My favorite food is pizza.,eng,eng
La paz no es la ausencia de violencia sino la presencia de justicia.,spa,spa
No debería volver a pasar.,spa,eng
A veces me pregunto si no debí haberme convertido en abogado.,spa,eng
This girl is much stronger than him.,eng,eng
"Iba a intentar quedar en la Universidad de Tokio, pero cambié de idea.",spa,spa
No pasó nada durante el día.,spa,spa
Regresa.,spa,eng
Nos divertimos mucho aprendiendo inglés.,spa,eng
Ella pensó en todo.,spa,eng
Toma cuanto quieras.,spa,spa
Maybe you're not getting enough sleep.,eng,spa
Down with the king!,eng,eng
"Ella siempre pareció feliz, pero nunca lo fue.",spa,eng
"Su madre, la Sra. Brown, incrementó la cantidad de verduras en su dieta.",spa,spa
¿Ya lo terminaste?,spa,spa
Tom said he knew that Mary might not be allowed to do that by herself.,eng,eng
Cocinarlo me tomó varias horas.,spa,eng
Es más cómodo aquí dentro.,spa,spa
The building to the right of that office building is the Tokyo Building.,eng,eng
Busca la ciudad en el mapa.,spa,spa
We could see enemy ships on the horizon.,eng,eng
I overheard your conversation.,eng,spa
It is apparent that the architect devoted much attention to details.,eng,eng
Tom fired a couple of shots in our direction.,eng,spa
Están escribiendo.,spa,spa
Ustedes no saben precisamente dónde nacieron.,spa,spa
You should darken the colours a little.,eng,spa
You let him get away.,eng,eng
Mañana toca comprar.,spa,spa
Tom was arrested in 2013.,eng,eng
María llevaba una pollera roja.,spa,eng
No pensé en lo que estaba haciendo.,spa,spa
Let's switch to French.,eng,eng
What is up with this?,eng,eng
"Él se sentó a leer, con su esposa a su lado tejiendo un par de guantes.",spa,spa
I don't like riding my motorcycle in the rain.,eng,spa
¿Tenés edad para votar?,spa,spa
I'm going to need more money than this.,eng,eng
Mary is convinced Tom is the man for her.,eng,eng
I want to learn how to play chess.,eng,eng
Les pillaron infraganti.,spa,spa
I told Tom what had to be done.,eng,spa
There's no reason to keep it a secret.,eng,spa
Ellos no sabían que Mary estaba casada.,spa,spa
"Disculpe, ¿dónde está el café?",spa,spa
Esperaba que comprendieras lo que quise decir.,spa,spa
Una parte de los periódicos presentó equivocadamente la noticia.,spa,spa
¿Nos podemos permitir un coche nuevo?,spa,spa
Él le indicó el camino.,spa,eng
Me acerco a recogerte mañana por la mañana.,spa,spa
I think Tom hangs out with Mary too much.,eng,eng
¿Cuándo estará usted mañana en casa?,spa,spa
The concert was held over till the following week because of the singer's illness.,eng,eng
Tiendo a balbucear en ocasiones.,spa,eng
Sami met Farid in jail.,eng,eng
I don't want it to happen.,eng,spa
Deberías haber visitado Boston.,spa,spa
Mary said she didn't think Tom was asleep.,eng,spa
"You don't need to do that now, do you?",eng,eng
Su oficina es más bonita que la mía.,spa,eng
El maestro trabaja en un colegio.,spa,eng
We want to move to Boston.,eng,eng
I knew Tom was a pretty good carpenter. That's why I asked him to help me.,eng,eng
We had a good opinion of your son.,eng,eng
Debo pagar mis deudas.,spa,spa
Tom se hirió la rodilla cuando se cayó.,spa,eng
Estuvimos esperando en la cola más de una hora.,spa,eng
Tom wondered why everyone was staring at him.,eng,eng
No sigas lo que sea de moda.,spa,spa
Estamos en casa.,spa,eng
No estoy aquí por diversión.,spa,eng
Tom said he was able to do everything he needed to do.,eng,eng
Tom is really a good singer.,eng,eng
"La filantropía es loable, pero no debe hacer que el filántropo pase por alto las circunstancias de la injusticia económica que hacen que la filantropía sea necesaria.",spa,spa
Él llegará aquí alrededor de las cinco.,spa,eng
She doesn't want to sell her land.,eng,spa
I can try to reason with Tom.,eng,eng
That's our priority.,eng,eng
"El chaval ese, Ayumi, solo tiene trece años pero ha actuado en películas y teatros como “joven actor” desde que tenía cinco.",spa,spa
Ningún lado está libre de culpa.,spa,spa
Ella dio una explicación poco convincente sobre su tardanza.,spa,spa
Do you have a rewards card?,eng,spa
Tom is a photographer.,eng,spa
¿Debería pagar el gas?,spa,eng
La astronomía es la ciencia más antigua y la más moderna al mismo tiempo.,spa,eng
She comes to school in her car.,eng,eng
I brought a jacket because it was quite cool this morning.,eng,eng
We are going on a school trip to Osaka Castle tomorrow.,eng,eng
Is there somewhere we can go?,eng,eng
This is a good time to visit Boston.,eng,spa
There was blood on the carpet.,eng,spa
Desde entonces ellos dejaron de practicar deportes y engordaron.,spa,spa
"It's interesting to observe American politics, especially during a presidential election.",eng,spa
"¡Si no quieres cantar, tatarea la melodía al menos!",spa,eng
Tom no cree en la evolución.,spa,eng
África es la cuna de la humanidad.,spa,spa
Era un hombre honesto.,spa,eng
The car is in front of the garage.,eng,eng
Sami got fired that night.,eng,eng
This report has many typos.,eng,eng
He scolded me.,eng,spa
Tengo una nueva dirección de correo electrónico.,spa,eng
Jaume's grandmother spoke Catalan better than Spanish.,eng,eng
Tu respuesta es de todo menos perfecta.,spa,spa
You should not look down upon the poor.,eng,eng
Pienso que él es un buen tipo.,spa,spa
"Lamentablemente, voy un poco atrasado.",spa,spa
¿Conoces la ciudad en donde él vive?,spa,spa
No tengo bicicleta.,spa,spa
My pulse is slow.,eng,eng
They've had plenty of time.,eng,eng
Sami didn't want to worry his mom.,eng,eng
Ella sabe la verdad.,spa,spa
Todos nos fuimos.,spa,eng
Tengo un hermano.,spa,spa
He came just after you left.,eng,eng
¡Ante todo está la salud!,spa,spa
Food processors are convenient for slicing vegetables.,eng,eng
"¡Eres un maldito ordinario, no me faltes al respeto!",spa,eng
Después de su graduación regresó a Japón.,spa,eng
You've defeated us.,eng,eng
"Even though I'd been trying to avoid Mary, I ran into her in front of the library.",eng,eng
Tom regresó a Australia.,spa,spa
Él sintió a su corazón latir rápido.,spa,spa
Tom is trying hard to give up smoking.,eng,eng
Can we rent one of these boats?,eng,eng
How do you like Boston?,eng,spa
Este lugar es enorme.,spa,spa
"Vamos, dámelo.",spa,eng
¿Quién provocó el accidente?,spa,spa
That's not really my job.,eng,eng
Tom quiere respuestas.,spa,eng
La bomba fue desactivada justo minutos antes de que hubiera explotado.,spa,spa
La única persona que no fue invitada a su fiesta de cumpleaños fui yo.,spa,eng
Tom told Mary that he thought John was disappointed.,eng,spa
Lo primero que hizo fue limpiar las armas.,spa,eng
The town was destroyed during the war.,eng,eng
Yo creo que el gato pertenece al vecino que vive directamente al otro lado de la calle.,spa,spa
¿Dónde está mi padre?,spa,spa
Soy un ser humano.,spa,eng
I don't think that Tom wants to leave today.,eng,eng
She told her son to wait a minute.,eng,spa
This is the best way to go.,eng,eng
A Tomás no se le da muy bien contar chistes.,spa,eng
El doctor me ha dicho que debería dejar de fumar.,spa,eng
Vale la pena discutir sobre este tema.,spa,spa
Tom mantuvo su enfermedad en secreto.,spa,spa
What size boots do you wear?,eng,eng
Puede que sea francesa.,spa,spa
Mi hermano es tan inteligente e ingenioso que no le puedo ganar en una discusión.,spa,eng
I know Tom doesn't know why Mary needed to do that.,eng,spa
Nosotros sabemos que son gente ocupada.,spa,spa
I heard her sobbing.,eng,eng
Quiero dormir un poco más.,spa,eng
Japanese people are fortunate to live in a land with natural hot springs.,eng,eng
Los ricos se hacen más ricos y los pobres más pobres.,spa,eng
Los sustantivos en latín tienen cinco declinaciones.,spa,spa
